marker-color,marker-size,marker-symbol,Comment,lon,lat
#00ff40,medium,building,Start point,-75.89571118354797,2.3893270756422815
#00ff40,medium,building,Second point,-75.19948482513428,4.436568427715557
#00ff40,medium,building,Third point,-75.574951171875,6.217694934618752
#00ff40,medium,building,Fifth point,84.979248046875,56.48676175249086
#00ff40,medium,building,Sixth point,83.023681640625,55.01227627898974
#00ff40,medium,building,Seventh point,37.6611328125,55.751849391735284
